n,long_rd,lat_rd,row,name,city,country,IATA,ICAO,lat,long,altitude,timezone,DST,tz,type,source
1,-82.5544,27.3954,4067,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909362793,-82.55439758300781,30,-5,A,America/New_York,airport,OurAirports
1,-82.5418,35.4362,4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619918823242,-82.54180145263672,2165,-5,A,America/New_York,airport,OurAirports
1,-82.5332,27.9755,3646,Tampa International Airport,Tampa,United States,TPA,KTPA,27.975500106811523,-82.533203125,26,-5,A,America/New_York,airport,OurAirports
1,-82.4091,22.9892,1909,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469,210,-5,U,America/Havana,airport,OurAirports
2,-82.4074,36.4752,4116,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,KTRI,36.475201,-82.407401,1519,-5,A,America/New_York,airport,OurAirports
1,-82.2718,29.6901,3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6900997162,-82.2717971802,152,-5,A,America/New_York,airport,OurAirports
1,-82.2189,34.8957,4034,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.8956985474,-82.2189025879,964,-5,A,America/New_York,airport,OurAirports
1,-81.9645,33.3699,3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989974975586,-81.9645004272461,144,-5,A,America/New_York,airport,OurAirports
1,-81.8498,41.4117,3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.4117012024,-81.8498001099,791,-5,A,America/New_York,airport,OurAirports
1,-81.7596,24.5561,3875,Key West International Airport,Key West,United States,EYW,KEYW,24.556100845336914,-81.75959777832031,3,-5,A,America/New_York,airport,OurAirports
1,-81.7552,26.5362,3793,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.53619956970215,-81.75520324707031,30,-5,A,America/New_York,airport,OurAirports
1,-81.7112,12.5836,2749,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.5836,-81.7112,19,-5,U,America/Bogota,airport,OurAirports
1,-81.6879,30.4941,3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057067871,-81.687896728515625,30,-5,A,America/New_York,airport,OurAirports
1,-81.5932,38.3731,4285,Yeager Airport,Charleston,United States,CRW,KCRW,38.37310028076172,-81.59320068359375,981,-5,A,America/New_York,airport,OurAirports
1,-81.4665,31.2588,5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.258800506591797,-81.46649932861328,26,-5,A,America/New_York,airport,OurAirports
1,-81.4422,40.9161,4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.916099548339844,-81.44219970703125,1228,-5,A,America/New_York,airport,OurAirports
1,-81.4392,39.3451,4114,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.34510040283203,-81.43920135498047,858,-5,A,America/New_York,airport,OurAirports
1,-81.4353,23.0344,1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.034400939941406,-81.435302734375,210,-5,U,America/Havana,airport,OurAirports
1,-81.3577,19.2928,1926,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,-81.3576965332,8,-5,N,America/Cayman,airport,OurAirports
1,-81.309,28.4294,3878,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399490356445,-81.30899810791016,96,-5,A,America/New_York,airport,OurAirports
1,-81.2375,28.7776,4167,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.777599334716797,-81.23750305175781,55,-5,A,America/New_York,airport,OurAirports
1,-81.2021,32.1276,3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York,airport,OurAirports
1,-81.1539,43.0356,174,London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports
1,-81.1242,37.7873,5724,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.787300109899995,-81.1241989136,2504,-5,A,America/New_York,airport,OurAirports
1,-81.1195,33.9388,3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081176758,-81.11949920654297,236,-5,A,America/New_York,airport,OurAirports
1,-81.0581,29.1799,3950,Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,29.179899,-81.058098,34,-5,A,America/New_York,airport,OurAirports
1,-80.9431,35.214,3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.2140007019043,-80.94309997558594,748,-5,A,America/New_York,airport,OurAirports
1,-80.7989,46.625,133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A,America/Toronto,airport,OurAirports
1,-80.6975,32.2244,8314,Hilton Head Airport,Hilton Head Island,United States,HHH,KHXD,32.2243995667,-80.6975021362,19,-5,A,America/New_York,airport,OurAirports
1,-80.6453,28.1028,3671,Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.102800369262695,-80.64530181884766,33,-5,A,America/New_York,airport,OurAirports
1,-80.6164,-5.2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-80.3995,37.8583,6958,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.8582992554,-80.3994979858,2302,-5,U,America/New_York,airport,OurAirports
1,-80.3814,-3.5525,2796,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,SPME,-3.55253005027771,-80.38140106201172,115,-5,U,America/Lima,airport,OurAirports
1,-80.3786,43.4608,79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.460800170899994,-80.3786010742,1055,-5,A,America/Toronto,airport,OurAirports
1,-80.2906,25.7932,3576,Miami International Airport,Miami,United States,MIA,KMIA,25.79319953918457,-80.29060363769531,8,-5,A,America/New_York,airport,OurAirports
1,-80.2329,40.4915,3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York,airport,OurAirports
1,-80.2281,39.2966,5730,North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,39.2966003418,-80.2281036377,1217,-5,A,America/New_York,airport,OurAirports
1,-80.1739,42.0831,4276,Erie International Tom Ridge Field,Erie,United States,ERI,KERI,42.0831270134,-80.1738667488,732,-5,A,America/New_York,airport,OurAirports
1,-80.1527,26.0726,3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9,-5,A,America/New_York,airport,OurAirports
1,-80.0956,26.6832,3722,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68320083618164,-80.09559631347656,19,-5,A,America/New_York,airport,OurAirports
1,-80.0405,32.8986,3806,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.89860153,-80.04049683,46,-5,A,America/New_York,airport,OurAirports
1,-79.9754,37.3255,4016,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,37.3255,-79.975403,1175,-5,A,America/New_York,airport,OurAirports
1,-79.9373,36.0978,4008,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.097801208496094,-79.93730163574219,925,-5,A,America/New_York,airport,OurAirports
1,-79.935,43.1736,70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5,A,America/Toronto,airport,OurAirports
1,-79.9163,39.6429,4284,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.64289856,-79.91629791,1248,-5,A,America/New_York,airport,OurAirports
1,-79.8836,-2.1574,2673,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.1574199199699997,-79.88359832760001,19,-5,U,America/Guayaquil,airport,OurAirports
1,-79.8828,19.687,1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,-79.88279724121094,8,-5,N,America/Cayman,airport,OurAirports
1,-79.8281,-6.7875,2785,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,-6.787479877471924,-79.8281021118164,97,-5,U,America/Lima,airport,OurAirports
1,-79.7239,34.1854,3879,Florence Regional Airport,Florence,United States,FLO,KFLO,34.18539810180664,-79.7238998413086,146,-5,A,America/New_York,airport,OurAirports
1,-79.6306,43.6772,193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5,A,America/Toronto,airport,OurAirports
1,-79.4048,40.2759,5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York,airport,OurAirports
1,-79.3962,43.6275,144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports
1,-79.3835,9.0714,1871,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455,135,-5,U,America/Panama,airport,OurAirports
1,-79.258,42.1534,7059,Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,KJHW,42.15340042,-79.25800323,1723,-5,A,America/New_York,airport,OurAirports
1,-79.2004,37.3267,5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,37.326698303222656,-79.20040130615234,938,-5,A,America/New_York,airport,OurAirports
1,-79.1088,-8.0814,2804,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08141040802002,-79.10880279541016,106,-5,U,America/Lima,airport,OurAirports
1,-78.9844,-2.8895,2671,Mariscal Lamar Airport,Cuenca,Ecuador,CUE,SECU,-2.88947,-78.984398,8306,-5,U,America/Guayaquil,airport,OurAirports
1,-78.9462,43.1073,3630,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.1072998046875,-78.946197509765625,589,-5,A,America/New_York,airport,OurAirports
1,-78.9283,33.6797,3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.6796989441,-78.9282989502,25,-5,A,America/New_York,airport,OurAirports
1,-78.8987,41.1783,5734,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.17829895,-78.8986969,1817,-5,A,America/New_York,airport,OurAirports
1,-78.8964,38.2638,7062,Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,KSHD,38.2638015747,-78.8964004517,1201,-5,A,America/New_York,airport,OurAirports
1,-78.8803,34.9912,5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.9911994934082,-78.88030242919922,189,-5,A,America/New_York,airport,OurAirports
1,-78.8339,40.3161,4169,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.31610107421875,-78.83390045166016,2284,-5,A,America/New_York,airport,OurAirports
1,-78.7875,35.8776,3626,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.877601623535156,-78.7874984741211,435,-5,A,America/New_York,airport,OurAirports
1,-78.7322,42.9405,3820,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94049835,-78.73220062,728,-5,A,America/New_York,airport,OurAirports
1,-78.6956,26.5587,1948,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417,7,-5,U,America/Nassau,airport,OurAirports
1,-78.4894,-7.1392,6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.1391801834106445,-78.4894027709961,8781,-5,U,America/Lima,airport,OurAirports
1,-78.4529,38.1386,4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.13859939575195,-78.4529037475586,639,-5,A,America/New_York,airport,OurAirports
1,-78.3575,-0.1292,2688,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166666667,-78.3575,7841,-5,U,America/Guayaquil,airport,OurAirports
1,-78.32,40.2964,3694,Altoona Blair County Airport,Altoona,United States,AOO,KAOO,40.29639816,-78.31999969,1503,-5,A,America/New_York,airport,OurAirports
1,-77.9134,18.5037,1780,Sangster International Airport,Montego Bay,Jamaica,MBJ,MKJS,18.503700256347656,-77.91339874267578,4,-5,U,America/Jamaica,airport,OurAirports
1,-77.9026,34.2706,3845,Wilmington International Airport,Wilmington,United States,ILM,KILM,34.270599365234375,-77.90260314941406,32,-5,A,America/New_York,airport,OurAirports
1,-77.8487,40.8493,4318,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.8493003845,-77.84870147710001,1239,-5,A,America/New_York,airport,OurAirports
1,-77.7295,39.7079,6739,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,KHGR,39.707901,-77.72949982,703,-5,A,America/New_York,airport,OurAirports
1,-77.6724,43.1189,3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.118900299072266,-77.67240142822266,559,-5,A,America/New_York,airport,OurAirports
1,-77.6121,34.8292,4386,Albert J Ellis Airport,Jacksonville NC,United States,OAJ,KOAJ,34.8292007446,-77.61209869380001,94,-5,A,America/New_York,airport,OurAirports
1,-77.4662,25.039,1953,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999,16,-5,U,America/Nassau,airport,OurAirports
1,-77.4558,38.9445,3714,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312,-5,A,America/New_York,airport,OurAirports
1,-77.3913,26.7453,1934,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,-77.3912963867,8,-5,U,America/Nassau,airport,OurAirports
1,-77.3853,35.6352,6959,Pitt Greenville Airport,Greenville,United States,PGV,KPGV,35.6352005,-77.38529968,26,-5,A,America/New_York,airport,OurAirports
1,-77.3197,37.5052,3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.50519943237305,-77.3197021484375,167,-5,A,America/New_York,airport,OurAirports
1,-77.0835,26.5114,1930,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.083503,6,-5,U,America/Nassau,airport,OurAirports
1,-77.0429,35.073,3730,Coastal Carolina Regional Airport,New Bern,United States,EWN,KEWN,35.0730018616,-77.04290008539999,18,-5,A,America/New_York,airport,OurAirports
1,-77.0377,38.8521,3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,15,-5,A,America/New_York,airport,OurAirports
1,-76.9989,-12.1607,2795,Las Palmas Air Base,Las Palmas,Peru,NA,SPLP,-12.16069984436,-76.998901367188,250,-5,U,America/Lima,airport,OurAirports
1,-76.9211,41.2418,3584,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.241798400878906,-76.92109680175781,529,-5,A,America/New_York,airport,OurAirports
1,-76.8916,42.1599,3946,Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,42.1599006652832,-76.8916015625,954,-5,A,America/New_York,airport,OurAirports
1,-76.7875,17.9357,1779,Norman Manley International Airport,Kingston,Jamaica,KIN,MKJP,17.935699462890625,-76.7874984741211,10,-5,U,America/Jamaica,airport,OurAirports
1,-76.7634,40.1935,3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.1935005188,-76.7633972168,310,-5,A,America/New_York,airport,OurAirports
1,-76.6835,25.4749,1943,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899292,-76.6835021973,13,-5,U,America/Nassau,airport,OurAirports
1,-76.6683,39.1754,3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.1754,-76.668297,146,-5,A,America/New_York,airport,OurAirports
1,-76.493,37.1319,3633,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.13190079,-76.49299622,42,-5,A,America/New_York,airport,OurAirports
1,-76.4584,42.491,3947,Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,KITH,42.49100112915039,-76.4583969116211,1099,-5,A,America/New_York,airport,OurAirports
2,-76.3816,3.5432,2715,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54322,-76.3816,3162,-5,U,America/Bogota,airport,OurAirports
1,-76.3732,-6.5087,2806,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,SPST,-6.508739948272705,-76.373199462890625,869,-5,U,America/Lima,airport,OurAirports
1,-76.331,25.2847,1944,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,-76.3310012817,26,-5,U,America/Nassau,airport,OurAirports
1,-76.2961,40.1217,5751,Lancaster Airport,Lancaster,United States,LNS,KLNS,40.121700286865234,-76.29609680175781,403,-5,A,America/New_York,airport,OurAirports
1,-76.2012,36.8946,3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89459991455078,-76.201202392578125,26,-5,A,America/New_York,airport,OurAirports
1,-76.1063,43.1112,3745,Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,43.11119842529297,-76.1063003540039,421,-5,A,America/New_York,airport,OurAirports
1,-75.9798,42.2087,4129,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736,1636,-5,A,America/New_York,airport,OurAirports
1,-75.878,23.5626,1941,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,-75.8779983521,9,-5,U,America/Nassau,airport,OurAirports
1,-75.7664,4.4528,2705,El Eden Airport,Armenia,Colombia,AXM,SKAR,4.45278,-75.7664,3990,-5,U,America/Bogota,airport,OurAirports
1,-75.7395,4.8127,2739,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.81267,-75.7395,4416,-5,U,America/Bogota,airport,OurAirports
1,-75.7234,41.3385,4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.338500976599995,-75.72339630130001,962,-5,A,America/New_York,airport,OurAirports
1,-75.6692,45.3225,100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A,America/Toronto,airport,OurAirports
1,-75.6065,39.6787,3859,New Castle Airport,Wilmington,United States,ILG,KILG,39.67869949,-75.60649872,80,-5,A,America/New_York,airport,OurAirports
1,-75.513,10.4424,2714,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.4424,-75.513,4,-5,U,America/Bogota,airport,OurAirports
1,-75.5103,38.3405,3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.34049987792969,-75.51029968261719,52,-5,A,America/New_York,airport,OurAirports
1,-75.4408,40.6521,4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.652099609375,-75.44080352783203,393,-5,A,America/New_York,airport,OurAirports
1,-75.4231,6.1645,2745,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,SKRG,6.16454,-75.4231,6955,-5,U,America/Bogota,airport,OurAirports
1,-75.2411,39.8719,3752,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.87189865112305,-75.24109649658203,36,-5,A,America/New_York,airport,OurAirports
1,-74.8135,40.2767,3447,Trenton Mercer Airport,Trenton,United States,TTN,KTTN,40.27669906616211,-74.8134994506836,213,-5,A,America/New_York,airport,OurAirports
1,-74.7808,10.8896,2710,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.8896,-74.7808,98,-5,U,America/Bogota,airport,OurAirports
1,-74.5772,39.4576,3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759963989258,-74.57720184326172,75,-5,A,America/New_York,airport,OurAirports
1,-74.5743,-8.3779,2781,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.37794017791748,-74.57430267333984,513,-5,U,America/Lima,airport,OurAirports
1,-74.2306,11.1196,2748,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.1196,-74.2306,22,-5,U,America/Bogota,airport,OurAirports
1,-74.1687,40.6925,3494,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.692501068115234,-74.168701171875,18,-5,A,America/New_York,airport,OurAirports
1,-74.1469,4.7016,2709,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469,8361,-5,U,America/Bogota,airport,OurAirports
1,-74.1048,41.5041,3661,Stewart International Airport,Newburgh,United States,SWF,KSWF,41.50410079956055,-74.10479736328125,491,-5,A,America/New_York,airport,OurAirports
1,-73.8726,40.7772,3697,La Guardia Airport,New York,United States,LGA,KLGA,40.77719879,-73.87259674,21,-5,A,America/New_York,airport,OurAirports
1,-73.8017,42.7483,3864,Albany International Airport,Albany,United States,ALB,KALB,42.74829864501953,-73.80169677734375,285,-5,A,America/New_York,airport,OurAirports
1,-73.7789,40.6398,3797,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13,-5,A,America/New_York,airport,OurAirports
1,-73.7408,45.4706,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A,America/Toronto,airport,OurAirports
1,-73.7076,41.067,3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.06700134277344,-73.70760345458984,439,-5,A,America/New_York,airport,OurAirports
1,-73.4681,44.6509,3771,Plattsburgh International Airport,Plattsburgh,United States,PBG,KPBG,44.650901794433594,-73.46810150146484,234,-5,A,America/New_York,airport,OurAirports
1,-73.3088,-3.7847,2801,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.7847399711608887,-73.30879974365234,306,-5,U,America/Lima,airport,OurAirports
1,-73.1848,7.1265,2708,Palonegro Airport,Bucaramanga,Colombia,BGA,SKBG,7.1265,-73.1848,3897,-5,U,America/Bogota,airport,OurAirports
1,-73.1533,44.4719,3711,Burlington International Airport,Burlington,United States,BTV,KBTV,44.471900939899996,-73.15329742429999,335,-5,A,America/New_York,airport,OurAirports
1,-73.1002,40.7952,3857,Long Island Mac Arthur Airport,Islip,United States,ISP,KISP,40.79520035,-73.10019684,99,-5,A,America/New_York,airport,OurAirports
1,-72.9496,43.5294,5767,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,KRUT,43.52939987,-72.94960022,787,-5,A,America/New_York,airport,OurAirports
1,-72.8868,41.2637,4006,Tweed New Haven Airport,New Haven,United States,HVN,KHVN,41.26369858,-72.88680267,12,-5,A,America/New_York,airport,OurAirports
1,-72.6832,41.9389,3825,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.9388999939,-72.68319702149999,173,-5,A,America/New_York,airport,OurAirports
1,-72.5115,7.9276,2713,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.92757,-72.5115,1096,-5,U,America/Bogota,airport,OurAirports
1,-72.3042,43.6261,5749,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.626098632799994,-72.30419921880001,603,-5,A,America/New_York,airport,OurAirports
1,-72.2925,18.58,1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.579999923706055,-72.2925033569336,122,-5,U,America/Port-au-Prince,airport,OurAirports
1,-72.2659,21.7736,1754,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,MBPV,21.77359962463379,-72.265899658203125,15,-4,U,America/Grand_Turk,airport,OurAirports
1,-72.0351,7.5654,2861,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD,SVSO,7.56538,-72.035103,1083,-4,U,America/Caracas,airport,OurAirports
1,-71.9388,-13.5357,2812,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,-13.535699844400002,-71.9387969971,10860,-5,U,America/Lima,airport,OurAirports
1,-71.8757,42.2673,6426,Worcester Regional Airport,Worcester,United States,ORH,KORH,42.26729965209961,-71.875701904296875,1009,-5,A,America/New_York,airport,OurAirports
1,-71.7279,10.5582,2848,La Chinita International Airport,Maracaibo,Venezuela,MAR,SVMC,10.5582084656,-71.7278594971,239,-4,U,America/Caracas,airport,OurAirports
1,-71.5831,-16.3411,2802,Rodríguez Ballón International Airport,Arequipa,Peru,AQP,SPQU,-16.3411006927,-71.5830993652,8405,-5,U,America/Lima,airport,OurAirports
1,-71.4357,42.9326,4011,Manchester-Boston Regional Airport,Manchester NH,United States,MHT,KMHT,42.932598,-71.435699,266,-5,A,America/New_York,airport,OurAirports
1,-71.4204,41.7326,3641,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.732601,-71.420403,55,-5,A,America/New_York,airport,OurAirports
1,-71.3933,46.7911,111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports
1,-71.1575,-41.1512,2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151199,-71.157501,2774,-3,N,America/Argentina/Salta,airport,OurAirports
1,-71.0052,42.3643,3448,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20,-5,A,America/New_York,airport,OurAirports
1,-70.8546,-53.0026,2647,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.002602,-70.854599,139,-4,S,America/Santiago,airport,OurAirports
1,-70.7858,-33.393,2650,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,SCEL,-33.393001556396484,-70.785797119140625,1555,-4,S,America/Santiago,airport,OurAirports
1,-70.7006,19.4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-70.6143,41.3931,4265,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,KMVY,41.3931007385,-70.6143035889,67,-5,A,America/New_York,airport,OurAirports
1,-70.57,19.7579,1761,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,MDPP,19.75790023803711,-70.56999969482422,15,-4,U,America/Santo_Domingo,airport,OurAirports
1,-70.3093,43.6462,3862,Portland International Jetport Airport,Portland,United States,PWM,KPWM,43.64619827,-70.30930328,76,-5,A,America/New_York,airport,OurAirports
1,-70.2804,41.6693,4278,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314,54,-5,A,America/New_York,airport,OurAirports
1,-70.2758,-18.0533,2807,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,SPTN,-18.053300857500002,-70.2758026123,1538,-5,U,America/Lima,airport,OurAirports
1,-70.2214,42.0719,6456,Provincetown Municipal Airport,Provincetown,United States,PVC,KPVC,42.0718994141,-70.2213973999,9,-5,A,America/New_York,airport,OurAirports
1,-70.1582,-15.4671,2792,Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,-15.467100143432617,-70.158203125,12552,-5,U,America/Lima,airport,OurAirports
1,-70.0602,41.2531,3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,-5,A,America/New_York,airport,OurAirports
1,-70.0152,12.5014,2895,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,60,-4,U,America/Aruba,airport,OurAirports
1,-69.7973,44.3206,3701,Augusta State Airport,Augusta,United States,AUG,KAUG,44.320598602299995,-69.7973022461,352,-5,A,America/New_York,airport,OurAirports
1,-69.6689,18.4297,1762,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,MDSD,18.42970085144,-69.668899536133,59,-4,U,America/Santo_Domingo,airport,OurAirports
1,-69.2286,-12.6136,2808,Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM,SPTU,-12.6135997772,-69.2285995483,659,-5,U,America/Lima,airport,OurAirports
1,-68.9598,12.1889,2897,Hato International Airport,Willemstad,Netherlands Antilles,CUR,TNCC,12.1889,-68.959801,29,-4,U,America/Curacao,airport,OurAirports
